id,date,likes,content,username,media,inferred company,vlm_description
5832,2019-07-21 00:57:24,117,I wear this 13 for you big bro 😓. Long live you forever 😭🤴🏾. <hyperlink>,DegarrickSamuel,"[Photo(previewUrl='https://pbs.twimg.com/media/D_9e33zXsAYVrLZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D_9e33zXsAYVrLZ?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/D_9e330WwAA-NBf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D_9e330WwAA-NBf?format=jpg&name=large')]",williams,
5833,2020-06-16 13:15:06,0,Teanager Dies After Giving Birth To Triplets In Adamawa <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/Eaot9ZqU8AA2Frv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eaot9ZqU8AA2Frv?format=jpg&name=large')]",independent,
5834,2020-02-04 15:51:34,121,"Education and awareness are the best way to combat cancer. We are rooting for anyone fighting against the deadly disease of cancer, and for their loved ones who stand beside them. #WorldCancerDay2020 <hyperlink>",qatarairways,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EP8V6uaWsAAum03.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1224721432632053760/vid/480x270/jXMeXpIPLRe7r0NF.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1224721432632053760/vid/640x360/vsHsqFw1ARld7i8s.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1224721432632053760/vid/1280x720/-dJExRjCmKD3tWDE.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1224721432632053760/pl/CRa7FbkP2T0fOmRE.m3u8?tag=13', bitrate=None)], duration=77.917, views=5738)]",qatar airways,
5835,2020-02-15 13:24:00,725,Hero waiter falls over with four plates and doesn't drop a single one <hyperlink>,Independent,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EQwIt66WsAMW0SI.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1228366171147206661/vid/320x320/iOpg-djrPHqbpLtq.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1228366171147206661/vid/480x480/nFA64muVBO8vXWX9.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1228366171147206661/pl/_e10bmVCtMRFpUgb.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1228366171147206661/vid/720x720/dbTWUGKpexRu0sEn.mp4?tag=13', bitrate=1280000)], duration=27.8, views=91695)]",independent,
5836,2019-06-10 00:45:24,0,"Wastelanders!

New update coming to Fallout 76 Fall 2019!

#e3 #e32019 #Be3 #BethesdaE3 #walmartcanadagaming <hyperlink>",WalmartCAGaming,"[Photo(previewUrl='https://pbs.twimg.com/media/D8qS595VsAA4--F?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D8qS595VsAA4--F?format=jpg&name=large')]",walmart,
5837,2020-12-08 20:37:03,59,"Co-worker Benny is chilling behind me, by the Xmas tree, under an Xmas blanket, of course. <hyperlink>",cbcotttraffic,"[Photo(previewUrl='https://pbs.twimg.com/media/EovhVYPXcAQFRqn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EovhVYPXcAQFRqn?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EovhVYTW4AEGWM2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EovhVYTW4AEGWM2?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EovhVYPW8AAQSEl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EovhVYPW8AAQSEl?format=jpg&name=large')]",cbc,
5838,2018-11-27 21:37:32,0,"See the recap from #CiscoPS18 where <mention> touched on #tech from the show, including #IoT, #AI, #5G and more. <hyperlink> <hyperlink>",CiscoSP360,"[Photo(previewUrl='https://pbs.twimg.com/media/DtCjhHRWwAAH6Sw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DtCjhHRWwAAH6Sw?format=jpg&name=large')]",cisco,
5839,2020-02-03 07:41:05,1,"Avoid God’s Wrath, Return Stolen Church Money, Catholic Priest Orders Robbers <hyperlink> <hyperlink>",IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EP1ceOFUUAACfW1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EP1ceOFUUAACfW1?format=jpg&name=large')]",independent,
5840,2019-11-27 11:26:05,0,Sanwo-Olu Lauds Lagos Public Servants Over Commitment To Service <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EKYD3KeU8AAgWy_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EKYD3KeU8AAgWy_?format=jpg&name=large')]",independent,
5841,2018-12-04 09:00:02,1,"When your WAN-Security becomes a bother, it’s time to upgrade. Register and learn how to create a secure connections for your business. <hyperlink>
#WAN #Network <hyperlink>",cisco_in,"[Photo(previewUrl='https://pbs.twimg.com/media/Dtj5RDYXcAAdIa0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dtj5RDYXcAAdIa0?format=jpg&name=large')]",cisco,
5842,2019-12-29 17:19:40,45,"'If you don't have to drive, don't': OPP issue warning ahead of possible ice storm <hyperlink> #ottnews #ottawa <hyperlink>",CBCOttawa,"[Photo(previewUrl='https://pbs.twimg.com/media/EM-Hqd7XkAA76DZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EM-Hqd7XkAA76DZ?format=jpg&name=large')]",cbc,
5843,2018-08-16 05:47:19,457,"We have Friends of Pro in studio letting us know about the Pro they knew.
#TheProIKnow 
#FreshBreakfast <hyperlink>",METROFMSA,"[Photo(previewUrl='https://pbs.twimg.com/media/DksuQX8W0AAqVNA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DksuQX8W0AAqVNA?format=jpg&name=large')]",sabc,
5844,2019-03-19 23:30:31,269,"Students at the <mention> say they know one of their fellow classmates took his own life on campus over the weekend, but the school itself won't say the word ""suicide"" out loud. Now, they’re demanding more mental health resources: <hyperlink> <hyperlink>",CBCToronto,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1108148668421558272/pu/img/UysmyowwEhKn0-Q9.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1108148668421558272/pu/vid/320x320/QZbjTKtewuUa1Nm8.mp4?tag=8', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1108148668421558272/pu/pl/9LO-J4yECyL3rU4L.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1108148668421558272/pu/vid/720x720/-d2asq4zU_XAZl2g.mp4?tag=8', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1108148668421558272/pu/vid/480x480/C410xjGd_peWK0t1.mp4?tag=8', bitrate=832000)], duration=59.834, views=11852)]",cbc,
5845,2018-04-09 21:30:33,149,"Our new small-format <mention> store in Parsippany, NJ, is now open! Thanks to Mayor Soriano for helping us celebrate. Stop in soon and say hi to the team. <hyperlink>",TargetNews,"[Photo(previewUrl='https://pbs.twimg.com/media/DaXw_RJX4AAMV_K?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DaXw_RJX4AAMV_K?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/DaXxAMkX0AE7-s6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DaXxAMkX0AE7-s6?format=jpg&name=large')]",target,
5846,2019-10-19 14:59:55,62,"Creativity in every shot. ⛳️ 
Lacoste is a proud sponsor of the #AmundiOpendeFrance. The oldest national golf open in continental Europe. #TeamLacoste #Golf #OpenDeFrance <hyperlink>",Lacoste,"[Photo(previewUrl='https://pbs.twimg.com/media/EHP-xsvW4AY8hRD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EHP-xsvW4AY8hRD?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EHP-xswWoAIJ79g?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EHP-xswWoAIJ79g?format=jpg&name=large')]",lacoste,
5847,2018-07-05 10:03:31,936,"If you’re truly an #EntertainmentKaBoss, answer this right for a hat-trick! The soon to be launched #motoe5plus can be yours! <hyperlink>",motorolaindia,"[Photo(previewUrl='https://pbs.twimg.com/media/DhVWHZwX0AAfpsg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DhVWHZwX0AAfpsg?format=jpg&name=large')]",motorola,
5848,2019-11-01 11:05:03,0,Police Arrest Notorious Kidnapper <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EISFtfDW4AAHpEr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EISFtfDW4AAHpEr?format=jpg&name=large')]",independent,
5849,2018-01-18 07:37:59,91,All aboard the #MotoWagon! We are heading to the Janakpuri District Centre next. See you there in 30 minutes as we inaugurate the next #MotoHub today! #DelhiTakeover <hyperlink>,motorolaindia,"[Photo(previewUrl='https://pbs.twimg.com/media/DTzpuXuVwAAHBcE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DTzpuXuVwAAHBcE?format=jpg&name=large')]",motorola,
5850,2020-04-23 09:11:02,1,Communities Kick As Jigawa Extends Stay-At-Home Order <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EWRwP5qUMAEqfLk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWRwP5qUMAEqfLk?format=jpg&name=large')]",independent,
5851,2020-11-16 17:10:00,701,"The Moderna vaccine is 94.5% effective against coronavirus, according to early data released by the company, making it the second vaccine in the US to have a stunningly high success rate. <mention> reports. <hyperlink>",CNN,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Em8b-GjXMAIr5mj.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1328311172232323078/vid/640x360/SErsJdCoOxgHTltz.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1328311172232323078/vid/480x270/krLhR2BGCycrAWJE.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1328311172232323078/vid/1280x720/ciZycWGBOEm0MDF3.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1328311172232323078/pl/dNsWRDbGmrIJ7Ce4.m3u8?tag=13&v=0c8', bitrate=None)], duration=216.684, views=332635)]",cnn,
5852,2020-08-09 12:12:02,0,Plan your road trip now. Rest assured later. Stay with Hyatt hotels and save 20% on your room rates as a AAA Member. Book Today. <hyperlink> <hyperlink>,AAAOklahoma,"[Photo(previewUrl='https://pbs.twimg.com/media/Ee-lYLFXsAALSVq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ee-lYLFXsAALSVq?format=jpg&name=large')]",aaa,
5853,2020-07-11 16:23:36,1,"BREAKING: Evangelist, Morris Cerullo Is Dead <hyperlink> <hyperlink>",IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EcqI2cxU4AImAkw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EcqI2cxU4AImAkw?format=jpg&name=large')]",independent,
5854,2020-12-23 07:29:47,349,"Make your work from home experience hassle-free with us by your side! Our Tech Support Team will always go out of its way to help you out - from any minor queries to major fixes required.

For tech issues, contact us on
1800-419-4666/419-7555/208-7555

#LenovoCare #Lenovo <hyperlink>",Lencare_In,"[Photo(previewUrl='https://pbs.twimg.com/media/Ep58_sxW4AITqo0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ep58_sxW4AITqo0?format=jpg&name=large')]",lenovo,
5855,2020-10-22 09:02:35,1105,"RS-FAST🔥 <mention> <mention> 

<hyperlink> <hyperlink>",branwilliams,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1319201763958923267/pu/img/OmLCu4ho6OxPyUri.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1319201763958923267/pu/vid/320x320/cjLbXeldZT3m33HU.mp4?tag=10', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1319201763958923267/pu/vid/720x720/uTByqKJqrCsBr454.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1319201763958923267/pu/vid/480x480/Cg9w-3FjsxQVYpgr.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1319201763958923267/pu/pl/66CejWYWgRVFhxtE.m3u8?tag=10', bitrate=None)], duration=17.282, views=14032)]",williams,
5856,2019-08-22 01:51:09,765,"President Trump ""won't even release his taxes, this President, and you're saying that Obama had some litmus test of proving his citizenship?""

<mention> fires back at Newsmax founder and longtime Trump friend Chris Ruddy, who was defending Wayne Allyn Root's birtherism. <hyperlink>",CNN,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1164352830154653696/img/3gkblNhOUIFv8xrG.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1164352830154653696/vid/480x270/7xw-oATqLti07bJt.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1164352830154653696/vid/960x540/rrDZFZEi3m0JrQtt.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1164352830154653696/vid/640x360/f9eEeMT_qpok9HCQ.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1164352830154653696/pl/lif9CrKsy7BwdcL2.m3u8?tag=13&v=80c', bitrate=None)], duration=290.624, views=123272)]",cnn,
5857,2018-06-22 07:56:41,3,"How to rock ""Bring Your Kids to Work Day"" <mention> #lovewhereyouwork #culturematters <mention> <hyperlink>",ciscoapac,"[Photo(previewUrl='https://pbs.twimg.com/media/DgR8SERUYAMyMoK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DgR8SERUYAMyMoK?format=jpg&name=large')]",cisco,
5858,2020-01-13 03:22:47,216,Maple Leaf Foods CEO takes aim at U.S. government over downing of PS752 by Iran <hyperlink> <hyperlink>,CBCCanada,"[Photo(previewUrl='https://pbs.twimg.com/media/EOIX94uWsAE0BKn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EOIX94uWsAE0BKn?format=jpg&name=large')]",cbc,
5859,2020-09-21 16:12:08,38,"There is a lot of young blood in the EuroLeague ready to take their game to the next level. Here are 10 of the best young players in the competition for the 2020-21 season, hit the link for MORE! 👇

<hyperlink>

#EuroleagueisBack <hyperlink>",EuroLeague,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Eic4qmJWsAEGgqq.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1308075366184095745/vid/720x720/N_fPeHPGIeQ2jutY.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1308075366184095745/pl/03rmYJ5Y3Zu_LuZy.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1308075366184095745/vid/480x480/R2rbdc_ftbt5rQbW.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1308075366184095745/vid/320x320/eGfrkIvEPFQHQ-X1.mp4?tag=13', bitrate=432000)], duration=36.48, views=9206)]",turkish airlines,
5860,2020-05-17 23:12:04,1,Why FG Must Not Reduce VAT. See The Saudi Example <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EYQW5o3U8AAhf1D?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYQW5o3U8AAhf1D?format=jpg&name=large')]",independent,
5861,2019-04-16 17:50:05,33,It was a definitely one to remember. Here’s our full recap of #StarWarsCelebration. Full Story: <hyperlink> <hyperlink>,AMCTheatres,"[Photo(previewUrl='https://pbs.twimg.com/media/D4SuCVHUcAE52XW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D4SuCVHUcAE52XW?format=jpg&name=large')]",amc,
5862,2020-07-12 17:36:49,243,".<mention> and <mention> asked serious questions of <mention> and I during their podcast.

In this clip they ask whether I would mind if Janice slept with someone else.

My answer?
........

(Full interview: <hyperlink> <hyperlink>",officialmcafee,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1282368157357953024/pu/img/xlVNSQ0vW3dHJVBV.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1282368157357953024/pu/vid/480x270/-QBAj21uysVOgciD.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1282368157357953024/pu/vid/640x360/cQDL5_PY4Iew1jT_.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1282368157357953024/pu/vid/1280x720/t4fCBt2lKdxWJKDx.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1282368157357953024/pu/pl/C39gmbniACcAXnM5.m3u8?tag=10', bitrate=None)], duration=137.333, views=32712)]",mcafee,
5863,2020-12-07 13:53:01,0,Our online travel store is now open to non-members! We can help you find the perfect holiday gift with just a few clicks! #HolidayShopping #TravelStore #SeasonOfSmiles<hyperlink> <hyperlink>,AAAOklahoma,"[Photo(previewUrl='https://pbs.twimg.com/media/Eoo7RjbWMAIPJg6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eoo7RjbWMAIPJg6?format=jpg&name=large')]",aaa,
5864,2020-08-22 19:00:01,4,"#Machinelearning can be daunting. In this blog, we explore why ML on premise isn't that hard afterall. <hyperlink> <hyperlink>",ciscoDC,"[Photo(previewUrl='https://pbs.twimg.com/media/EgC_bLtXgAA-jyO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EgC_bLtXgAA-jyO?format=jpg&name=large')]",cisco,
5865,2019-07-06 04:00:04,124,"What kind of ring is a way to a divers heart? A barracuda ring! 💍 📷: IG user ocean_and_light in Okinawa, Japan <hyperlink>",PADI,"[Photo(previewUrl='https://pbs.twimg.com/media/D-w41pbW4AEiIeg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D-w41pbW4AEiIeg?format=jpg&name=large')]",padi,
5866,2020-08-31 02:00:13,0,"Cisco &amp; <mention> are driving a new era of digital edu, using the power of insights &amp; analytics to help educators deepen learning design &amp; create better experiences. Find out more just in time for #WorldDistanceLearning Day: <hyperlink> #education #digital #Webex <hyperlink>",CiscoANZ,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1300251967630053386/img/5wnAxby95jdYlcUT.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1300251967630053386/vid/1280x720/EArVGo-3PUCTN2hU.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1300251967630053386/vid/640x360/8onKVxugBtpcg4UV.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1300251967630053386/pl/fIXsnZMVPgik9V-C.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1300251967630053386/vid/480x270/veM4GI3DB66N72Tz.mp4?tag=13', bitrate=288000)], duration=15.0, views=61)]",cisco,
5867,2019-01-09 13:30:00,0,"Despite record motor vehicle travel for the holiday, demand was down nearly 900,000 bbl, suggesting that demand this winter could be lower than expected. <hyperlink> <hyperlink>",AAASouthPenn,"[Photo(previewUrl='https://pbs.twimg.com/media/DweQS2jX4AA08re?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DweQS2jX4AA08re?format=jpg&name=large')]",aaa,
5868,2018-08-26 03:31:01,161,Weekend adventures. <hyperlink>,ASTROGaming,"[Photo(previewUrl='https://pbs.twimg.com/media/Dlfu-kUW4AA4Xny?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dlfu-kUW4AA4Xny?format=jpg&name=large')]",astro,
5869,2018-01-19 15:20:36,589,"The Women’s March brought millions to the streets for a historic day of protest the day after President Trump’s inauguration.

CNN followed the national organizers of the Women's March over the course of a year, documenting how a moment became a movement. <hyperlink> <hyperlink>",CNN,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DT6dGWvW0AAO6Xs.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/DT6dGWvW0AAO6Xs.mp4', bitrate=0)])]",cnn,
5870,2020-01-28 20:23:19,2075,A tsunami threat has been issued for Caribbean islands after a magnitude 7.7 earthquake strikes off Jamaica <hyperlink> <hyperlink>,cnnbrk,"[Photo(previewUrl='https://pbs.twimg.com/media/EPZRTZnX4AEBhmg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EPZRTZnX4AEBhmg?format=jpg&name=large')]",cnn,
5871,2020-01-07 19:22:42,1,A proven library of value improvement practices to help #petrochemical producers drive toward #TopQuartile performance. #PAuto #digitaltransformation <hyperlink> <hyperlink>,EMR_Automation,"[Photo(previewUrl='https://pbs.twimg.com/media/ENs6IcHW4AA0q4H?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENs6IcHW4AA0q4H?format=jpg&name=large')]",emerson,
5872,2020-08-27 18:30:00,41,Animals hit the scales for annual London Zoo weigh-in after lockdown closure <hyperlink>,Independent,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1299013499176312832/img/wCgvexNBI22_Bp1b.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1299013499176312832/vid/720x720/Q5v-2oaJ6iexaAgP.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1299013499176312832/vid/320x320/5nN7BKLQcdzjebhO.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1299013499176312832/pl/U2rOjuBSieHLOxOT.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1299013499176312832/vid/480x480/YhWzuUVgGOw1tLHe.mp4?tag=13', bitrate=832000)], duration=94.0, views=16032)]",independent,
5873,2018-04-19 19:06:22,185,'People refer to us as Switzerland': King of Swaziland changes country's name <hyperlink> <hyperlink>,CBCWorldNews,"[Photo(previewUrl='https://pbs.twimg.com/media/DbKv-YgWkAAqcwQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DbKv-YgWkAAqcwQ?format=jpg&name=large')]",cbc,
5874,2020-01-06 22:09:09,17062,"Introducing Toyota Woven City at #CES2020! The town of the future... where people live, work and play. Bringing our vision of #MobilityforAll to life in a living laboratory. Learn more: <hyperlink> <hyperlink>",Toyota,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1214307855135842306/pu/img/bJO9iceb2G6gKlcA.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1214307855135842306/pu/vid/640x360/NtT9NhaV40s2pPlB.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1214307855135842306/pu/pl/9Vqqf4Vi3S9Atiy8.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1214307855135842306/pu/vid/480x270/8MYjAP7mrR--eyF_.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1214307855135842306/pu/vid/1280x720/tzQoMMSjeJGIM_4f.mp4?tag=10', bitrate=2176000)], duration=98.932, views=4842601)]",toyota,
5875,2019-06-03 03:19:40,127,"Haechan. Has. Pink. Hair. 

Is my life a joke to you, SM? <hyperlink>",crystalbell,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1135373054408704000/pu/img/LNPWxYO-X1t_4GHm.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1135373054408704000/pu/vid/360x640/BmKsvLdBfs6ZuLMB.mp4?tag=9', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1135373054408704000/pu/pl/pJzE2I5X2vRUeXqJ.m3u8?tag=9', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1135373054408704000/pu/vid/320x568/TfksJlCAS1Hd01S_.mp4?tag=9', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1135373054408704000/pu/vid/720x1280/kVJqJx9wkMWZh1TW.mp4?tag=9', bitrate=2176000)], duration=4.6, views=15042)]",bell,
5876,2020-05-04 02:30:45,4,"What does it look like to lead your global #IT team through a crisis? In part 2 of our #RemoteWork #leadership podcast, we’re joined by Cisco CIO <mention> to discuss tech &amp; #security in a pandemic: <hyperlink> #CiscoTechBeat <hyperlink>",ciscoapac,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1257135525632360448/img/BKzsY9wBMx8-V86s.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1257135525632360448/vid/720x720/71f8sbQSvHLHuaHb.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1257135525632360448/pl/CGTFqeIWHJmRP4UE.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1257135525632360448/vid/480x480/Y1j000a1jk825bVF.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1257135525632360448/vid/320x320/dpG4sGhv_pSDIFmU.mp4?tag=13', bitrate=432000)], duration=25.125, views=56)]",cisco,
5877,2020-03-31 14:10:30,55,"Today in partnership with <mention> we've made nearly 2,000 hours of programming and thousands of free titles available to <mention> #X1 customers to give children and parents quick and easy access to educational programming by grade level. <hyperlink> <hyperlink>",comcast,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EUcYN_iXQAEFND3.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1244990412311465985/pu/vid/320x320/23cKAv_qeiQVn8Ar.mp4?tag=10', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1244990412311465985/pu/pl/GRee5-9zUT5Hni2I.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1244990412311465985/pu/vid/720x720/deJGWD-DagBs79Yx.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1244990412311465985/pu/vid/480x480/dF7l3JGBFrkTkKo8.mp4?tag=10', bitrate=832000)], duration=12.971, views=2029)]",comcast,
